X,Y,ZIP_CODE,
-73.045075,40.816799,"00501"
-73.045147,40.817225,"00544"
-66.71886,18.158597,"00601"
-67.1899976,18.3806409,"00602"
-67.1512458,18.4522815,"00603"
-67.147469,18.493863,"00604"
-67.141327,18.445078,"00605"
-66.980133,18.181263,"00606"
-67.1484054,18.2821197,"00610"
-66.82391,18.297139,"00611"
-66.7179467,18.4676898,"00612"
-66.717943,18.46769,"00613"
-66.737379,18.458658,"00614"
-66.6829324,18.4436775,"00616"
-66.5530319,18.4381278,"00617"
-67.1723044,18.0271443,"00622"
-67.1545885,18.0784008,"00623"
-66.7213388,18.0521033,"00624"
-66.8505755,18.4767442,"00627"
-66.866666,18.214215,"00631"
-67.139527,18.201164,"00636"
-66.957856,18.07359,"00637"
-66.4708115,18.3172415,"00638"
-66.7035694,18.2605896,"00641"
-66.2766249,18.4482231,"00646"
-66.9392566,17.9651115,"00647"
-66.568684,18.36473,"00650"
-66.614561,18.4501683,"00652"
-66.9079549,17.9715418,"00653"
-66.7898391,18.0239761,"00656"
-66.8075472,18.4834264,"00659"
-67.1197076,18.1405943,"00660"
-67.0238849,18.4875941,"00662"
-66.5928831,18.21797,"00664"
-67.0597548,18.0465809,"00667"
-66.881772,18.295228,"00669"
-66.9936376,18.2530037,"00670"
-66.4789019,18.432378,"00674"
-67.1142012,18.3945738,"00676"
-67.2488782,18.339134,"00677"
-66.9375507,18.4726784,"00678"
-67.1395145,18.1883085,"00680"
-67.1513075,18.2062606,"00681"
-67.1495221,18.2067231,"00682"
-67.0375344,18.0815534,"00683"
-66.9929421,18.3357608,"00685"
-66.4170454,18.3363562,"00687"
-66.591188,18.374364,"00688"
-67.0950275,18.4939778,"00690"
-66.3271227,18.4196089,"00692"
-66.404218,18.4459075,"00693"
-66.394796,18.444368,"00694"
-66.8562944,18.0297961,"00698"
-66.1038146,18.2603341,"00703"
-66.2282171,17.9736309,"00704"
-66.2674428,18.1391508,"00705"
-65.8989224,18.0071405,"00707"
-66.057717,17.972172,"00714"
-66.5768386,18.0070407,"00715"
-66.6122718,17.9954467,"00716"
-66.6109134,18.0061077,"00717"
-65.7337484,18.2080185,"00718"
-66.2572987,18.3056929,"00719"
-66.3916951,18.2273968,"00720"
-65.851085,18.377351,"00721"
-66.0107624,18.0060323,"00723"
-66.0312055,18.2315406,"00725"
-66.038702,18.224099,"00726"
-66.0560808,18.2352728,"00727"
-66.646776,18.010363,"00728"
-65.9002016,18.3798547,"00729"
-66.6149604,18.0243719,"00730"
-66.6045111,18.0512347,"00731"
-66.62042,18.023474,"00732"
-66.614179,18.016422,"00733"
-66.615408,18.021804,"00734"
-65.6489555,18.2652623,"00735"
-66.157929,18.114817,"00736"
-66.1618796,18.1058234,"00737"
-65.6545976,18.3318133,"00738"
-66.1455117,18.1691714,"00739"
-65.6329306,18.3325581,"00740"
-65.768144,18.1507049,"00741"
-65.638032,18.244796,"00742"
-65.788862,18.218362,"00744"
-65.8317183,18.379308,"00745"
-66.287544,17.9780028,"00751"
-65.9637612,18.1896061,"00754"
-66.3974188,17.9672095,"00757"
-65.445113,18.1432498,"00765"
-66.4926005,18.1277584,"00766"
-65.8733983,18.0521427,"00767"
-66.3692727,18.0748563,"00769"
-65.8821596,18.1876252,"00771"
-65.8767673,18.4287445,"00772"
-65.7157206,18.3730936,"00773"
-65.291584,18.313491,"00775"
-65.9120878,18.2270442,"00777"
-65.9824977,18.248689,"00778"
-66.5556239,18.050815,"00780"
-66.221569,18.222601,"00782"
-66.316999,18.3405674,"00783"
-66.1151191,17.9831166,"00784"
-66.112646,17.983196,"00785"
-66.237029,18.149732,"00786"
-65.8207673,18.1411732,"00791"
-65.8220408,18.1502427,"00792"
-66.3090201,18.1861412,"00794"
-66.5087872,18.0400118,"00795"
-64.909768,18.337917,"00801"
-64.9175028,18.3359984,"00802"
-64.909735,18.338122,"00803"
-64.909679,18.3382,"00804"
-64.909627,18.338321,"00805"
-64.7199322,17.7515578,"00820"
-64.714473,17.744733,"00821"
-64.714565,17.744799,"00822"
-64.71468,17.744877,"00823"
-64.71481,17.744966,"00824"
-64.740289,18.338647,"00830"
-64.794282,18.331548,"00831"
-64.83241,17.7222706,"00840"
-64.88178,17.713616,"00841"
-64.79306,17.724854,"00850"
-64.798722,17.720821,"00851"
-66.1048058,18.4663244,"00901"
-66.1122048,18.4649757,"00902"
-66.102489,18.463911,"00906"
-66.075125,18.45274,"00907"
-66.0825225,18.4554939,"00908"
-66.0667911,18.4443515,"00909"
-66.0695129,18.4442444,"00910"
-66.0603476,18.4492998,"00911"
-66.05973,18.446207,"00912"
-66.042658,18.45185,"00913"
-66.055292,18.45104,"00914"
-66.048488,18.43871,"00915"
-66.052897,18.438482,"00916"
-66.0525312,18.4210479,"00917"
-66.0652292,18.4206096,"00918"
-66.069908,18.427066,"00919"
-66.089822,18.410903,"00920"
-66.088812,18.3926246,"00921"
-66.100099,18.411907,"00922"
-66.0375769,18.4060289,"00923"
-66.010827,18.397262,"00924"
-66.0505417,18.3992765,"00925"
-66.0532886,18.3686467,"00926"
-66.0681378,18.3926198,"00927"
-66.048371,18.397653,"00928"
-66.010827,18.397262,"00929"
-66.041652,18.418725,"00930"
-66.048357,18.397654,"00931"
-66.070991,18.419837,"00933"
-66.127263,18.412149,"00934"
-66.073723,18.395434,"00935"
-66.076113,18.417513,"00936"
-65.994271,18.438981,"00937"
-66.076317,18.417417,"00939"
-66.06952,18.444124,"00940"
-66.191264,18.4354882,"00949"
-66.212077,18.40909,"00950"
-66.212051,18.409075,"00951"
-66.1854505,18.4301014,"00952"
-66.2138611,18.3779091,"00953"
-66.251198,18.386783,"00954"
-66.082599,18.390967,"00955"
-66.1614213,18.3652143,"00956"
-66.1832959,18.3610608,"00957"
-66.173149,18.379224,"00958"
-66.1558777,18.3924343,"00959"
-66.154718,18.392713,"00960"
-66.159369,18.407166,"00961"
-66.1272972,18.4383196,"00962"
-66.11905,18.441279,"00963"
-66.1122955,18.428735,"00965"
-66.112865,18.3986699,"00966"
-66.1033051,18.4051308,"00968"
-66.1069552,18.3652653,"00969"
-66.114462,18.357174,"00970"
-66.1105235,18.3550127,"00971"
-66.051042,18.427128,"00975"
-66.0147696,18.3654418,"00976"
-66.123439,18.436731,"00977"
-65.999635,18.378533,"00978"
-66.0165087,18.4360025,"00979"
